id,type,status,resolution,component,priority,reporter,created,assigned,assignee,resolved,fixingTimeFromCreate,fixingTimeFromAssignment,summary,description,affectVersion,fixVersion,votes,watches,description_words,assingnee_count,comment_count,commentator_count,Surprising,Dormant,Blocker,security,Performance,Breakage,commit_count,file_count,files,nsec,fsec
375,Bug,Closed,Fixed,Network Server,Major,A B,2005/06/19 17:11:18 +0100,2005/10/12 08:15:11 +0100,Deepa Remesh,2005/10/21 10:02:55 +0100,123.7025116,9.074814815,Specification of incomplete server properties on command line causes NPE with NetworkServerControl when starting the server.,When using the command line to start the Network Server  there a couple of cases where if a property is specified on the command line but no value is given (ex. '-Dderby.drda.maxThreads' instead of '-Dderby.drda.maxThreads=3')  a Null Pointer Exception will result  when the correct behavior should be to use some kind of default.For example:&gt; java -Dderby.drda.maxThreads org.apache.derby.drda.NetworkServerControl start -p 1528java.lang.NullPointerException at org.apache.derby.impl.drda.NetworkServerControlImpl.localizeMessage(NetworkServerControlImpl.java) at org.apache.derby.impl.drda.NetworkServerControlImpl.consolePropertyMessageWork(NetworkServerControlImpl.java) at org.apache.derby.impl.drda.NetworkServerControlImpl.consolePropertyMessage(NetworkServerControlImpl.java) at org.apache.derby.impl.drda.NetworkServerControlImpl.getIntPropVal(NetworkServerControlImpl.java) at org.apache.derby.impl.drda.NetworkServerControlImpl.getPropertyInfo(NetworkServerControlImpl.java) at org.apache.derby.impl.drda.NetworkServerControlImpl.&lt;init&gt;(NetworkServerControlImpl.java) at org.apache.derby.drda.NetworkServerControl.main(NetworkServerControl.java)Note that even though we see this NPE  it appears that the server still starts up  although the startup may not be complete (subsequent attempts to connect might lead to errors like 'Invalid reply from network server: Insufficient data.').For other properties  this will just result in the default value being used  which is the correct behavior. For example:&gt; java -Dderby.drda.host org.apache.derby.drda.NetworkServerControl start -p 1528Server is ready to accept connections on port 1528.,10.1.1.0; 10.2.1.6,10.1.2.1; 10.2.1.6,0,0,145,1,11,4,0,0,0,1,0,0,2,8,java/drda/org/apache/derby/drda/NetworkServerControl.java;java/drda/org/apache/derby/impl/drda/NetworkServerControlImpl.java;java/testing/org/apache/derbyTesting/functionTests/master/testProperties.out;java/testing/org/apache/derbyTesting/functionTests/tests/derbynet/copyfiles.ant;java/testing/org/apache/derbyTesting/functionTests/tests/derbynet/getCurrentProperties_sed.properties;java/testing/org/apache/derbyTesting/functionTests/tests/derbynet/sysinfo_sed.properties;java/testing/org/apache/derbyTesting/functionTests/tests/derbynet/testProperties.java;java/testing/org/apache/derbyTesting/functionTests/util/derby_tests.policy;,0.0,0.0
385,Bug,Closed,Fixed,Network Server,Trivial,Myrna van Lunteren,2005/06/22 04:55:36 +0100,2005/07/01 15:07:32 +0100,Myrna van Lunteren,2005/10/06 08:07:30 +0100,106.1332639,96.70831019,servlet Back to Main Page link points to csnet instead of derbynet,The link at the top of the servlet java/drda/org/apache/derby/drda/NetServlet.java links to csnet (because of the static String SERVLET_ADDRESS). However  the servlet address is now derbynet.,10.1.1.0,10.1.2.1; 10.2.1.6,0,0,25,1,5,2,0,0,0,0,0,0,1,1,java/drda/org/apache/derby/drda/NetServlet.java;,0.0,0.0
387,Bug,Closed,Fixed,Demos/Scripts,Minor,Susan Cline,2005/06/23 12:17:34 +0100,2006/01/20 04:21:37 +0100,Rajesh Kartha,2006/05/04 02:25:56 +0100,314.5891435,103.9196644,SimpleNetworkClientSample.java network server example has an error which causes it to fail,The file SimpleNetworkClientSample.java under the demo/nserverdemo has an error which preventsit from completing successfully.The one line that is a problem is this: private static final String DERBY_CLIENT_URL= 'jdbc:derby://localhost:'+ NETWORKSERVER_PORT+'/NSSampledb;create=true';The one line fix is this: private static final String DERBY_CLIENT_URL= 'jdbc:derby://localhost:'+ NETWORKSERVER_PORT+'/' DBNAME';create=true';,10.1.1.0,10.1.3.1; 10.2.1.6,0,0,42,1,5,3,0,0,0,0,0,0,1,1,java/demo/nserverdemo/SimpleNetworkClientSample.java;,0.0,0.0
389,Bug,Closed,Fixed,JDBC; Network Server,Critical,Kathey Marsden,2005/06/23 22:38:49 +0100,2005/06/23 22:38:49 +0100,Kathey Marsden,2005/07/22 23:09:02 +0100,29.0209838,29.0209838,With Network Server Database hangs after some time with many connections executing prepareStatement(),Rajesh found this issue in running Network Server system tests for the 10.1 release candidateWhile running the Network Server system test with 210 clients  the Network Server and all the clients hangs after some time. A Ctrl+/ on the Network Server shows that upto 180 threads waiting on the PreparedStatements to compile and comes from the embedded engine. The following is the stack trace from the java dump.3XMTHREADINFO 'DRDAConnThread_181' (TID:1007C998  sys_thread_t:85C4478  state:CW  native ID:4575ABB0) prio=54XESTACKTRACE at java.lang.Object.wait(Native Method)4XESTACKTRACE at java.lang.Object.wait(Object.java(Compiled Code))4XESTACKTRACE at org.apache.derby.impl.sql.GenericStatement.prepMinion(GenericStatement.java(Compiled Code))4XESTACKTRACE at org.apache.derby.impl.sql.GenericStatement.prepare(GenericStatement.java)4XESTACKTRACE at org.apache.derby.impl.sql.conn.GenericLanguageConnectionContext.prepareInternalStatement(GenericLanguageConnectionContext.java)4XESTACKTRACE at org.apache.derby.impl.jdbc.EmbedPreparedStatement.&lt;init&gt;(EmbedPreparedStatement.java)4XESTACKTRACE at org.apache.derby.impl.jdbc.EmbedPreparedStatement20.&lt;init&gt;(EmbedPreparedStatement20.java)4XESTACKTRACE at org.apache.derby.impl.jdbc.EmbedPreparedStatement30.&lt;init&gt;(EmbedPreparedStatement30.java)4XESTACKTRACE at org.apache.derby.jdbc.Driver30.newEmbedPreparedStatement(Driver30.java)4XESTACKTRACE at org.apache.derby.impl.jdbc.EmbedConnection.prepareStatement(EmbedConnection.java)4XESTACKTRACE at org.apache.derby.impl.jdbc.EmbedConnection.prepareStatement(EmbedConnection.java)4XESTACKTRACE at sun.reflect.GeneratedMethodAccessor3.invoke(Unknown Source)4XESTACKTRACE at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java(Compiled Code))4XESTACKTRACE at java.lang.reflect.Method.invoke(Method.java(Compiled Code))4XESTACKTRACE at org.apache.derby.impl.drda.DRDAStatement.prepareStatementJDBC3(DRDAStatement.java)4XESTACKTRACE at org.apache.derby.impl.drda.DRDAStatement.prepare(DRDAStatement.java)4XESTACKTRACE at org.apache.derby.impl.drda.DRDAStatement.explicitPrepare(DRDAStatement.java(Compiled Code))4XESTACKTRACE at org.apache.derby.impl.drda.DRDAConnThread.parsePRPSQLSTT(DRDAConnThread.java(Compiled Code))4XESTACKTRACE at org.apache.derby.impl.drda.DRDAConnThread.processCommands(DRDAConnThread.java(Compiled Code))4XESTACKTRACE at org.apache.derby.impl.drda.DRDAConnThread.run(DRDAConnThread.java),10.1.1.0; 10.2.1.6,10.1.1.0; 10.2.1.6,0,0,124,1,13,3,0,0,0,0,1,0,2,5,java/engine/org/apache/derby/impl/sql/conn/GenericLanguageConnectionContext.java;java/testing/org/apache/derbyTesting/functionTests/master/DerbyNet/nullSQLText.out;java/testing/org/apache/derbyTesting/functionTests/master/DerbyNetClient/nullSQLText.out;java/testing/org/apache/derbyTesting/functionTests/master/nullSQLText.out;java/testing/org/apache/derbyTesting/functionTests/tests/jdbcapi/nullSQLText.java;,0.0,0.0
392,Bug,Closed,Fixed,SQL,Minor,Satheesh Bandaram,2005/06/25 07:18:53 +0100,2005/07/19 09:57:06 +0100,Satheesh Bandaram,2005/10/14 09:47:06 +0100,111.1029282,86.99305556,Disable creating indexes on long varchar for bit data. Long varchar column doesn't allow creating indexes already.,I guess I did not articulate my reasons for suggesting removal of index support for 'long varchar for bit data' completely. 1) Long varchar types are not comparable... If they are not comparable  it should not be possible to use them in GROUP BY  ORDER BY or allow regular B-Tree indexes. 2) Also  long varchar types tend to be long in size and hence the regular B-Tree mechanism is not a suitable way to index them. Dan also mentioned they become ineffective for keys longer than half a page size.It should not be possible to create an index on 'long varchar for bit data' datatypes. Derby currently doesn't allow creating indexes on 'long varchar' datatypes and the same should apply for it's bit data equivalent too.ij&gt; create table longchar ( i int  c long varchar);0 rows inserted/updated/deletedij&gt; create index longIdx on longchar(c);ERROR X0X67: Columns of type 'LONG VARCHAR' may not be used in CREATE INDEX  ORDER BY  GROUP BY  UNION  INTERSECT  EXCEPT or DISTINCT statements because comparisons are not supported for that type.ij&gt; create table longcharBitData ( i int  c long varchar for bit data);0 rows inserted/updated/deletedij&gt; create index longIdx on longcharBitData(c);0 rows inserted/updated/deletedDerby also seems to allow GROUP BY and/or ORDER BY on LONG VARCHAR FOR BIT DATA types. I believe this is incorrect too.select c from longcharBitData group by c;C--------------------------------------------------------------------------------------------------------------------------------0 rows selectedij&gt; select c from longcharBitData group by c order by c;C--------------------------------------------------------------------------------------------------------------------------------0 rows selected,10.0.2.2; 10.1.1.0,10.1.2.1; 10.2.1.6,0,0,236,1,7,2,0,0,0,0,0,0,1,5,java/engine/org/apache/derby/iapi/types/TypeId.java;java/testing/org/apache/derbyTesting/functionTests/master/aggbuiltin.out;java/testing/org/apache/derbyTesting/functionTests/master/bit.out;java/testing/org/apache/derbyTesting/functionTests/master/groupBy.out;java/testing/org/apache/derbyTesting/functionTests/master/implicitConversions.out;,0.0,0.0
400,Improvement,Closed,Fixed,Network Client,Minor,David Van Couvering,2005/06/29 08:49:23 +0100,2005/08/11 11:02:05 +0100,David Van Couvering,2006/06/22 07:39:03 +0100,357.9511574,314.8590046,Network client message strings not internationalized,In investigating DERBY-254  I discovered that all SQLExceptions are thrown with hardcoded English error messages. This needs to be modified to use message string resource bundles similar to the embedded code.,10.1.1.0,10.2.1.6,0,0,51,1,11,2,0,0,0,0,0,0,2,5,java/client/org/apache/derby/loc/clientmessages_en.properties;java/shared/org/apache/derby/shared/common/reference/SQLState.java;java/client/org/apache/derby/client/am/CallableStatement.java;java/client/org/apache/derby/loc/clientmessages_en.properties;java/shared/org/apache/derby/shared/common/reference/SQLState.java;,0.0,0.0
406,Bug,Closed,Fixed,Network Client,Major,Kathey Marsden,2005/06/30 07:02:02 +0100,2005/09/18 01:05:16 +0100,Philip Wilder,2005/09/18 01:05:16 +0100,79.75224537,0.0,Client DataSource should not require user property to be set,ClientDataSource should not require user to be set. It should default to user APP as described in:http://incubator.apache.org/derby/docs/adminguide/cadminappsclient.htmlThis all seems to work ok for for DriverManager connections but fails for ClientDataSource run the attached repro $ java DataSourceNoUserembedded no userid/passwordclient userid/password setclient no passwordclient no userid/no passwordorg.apache.derby.client.am.SqlException: null userid not supported at org.apache.derby.client.net.NetConnection.checkUser(NetConnection.java:998) at org.apache.derby.client.net.NetConnection.flowConnect(NetConnection.java:380) at org.apache.derby.client.net.NetConnection.initialize(NetConnection.java:233) at org.apache.derby.client.net.NetConnection.&lt;init&gt;(NetConnection.java:201) at org.apache.derby.jdbc.ClientDataSource.getConnection(ClientDataSource.java:156) at org.apache.derby.jdbc.ClientDataSource.getConnection(ClientDataSource.java:135) at DataSourceNoUser.main(DataSourceNoUser.java:42),10.1.1.0; 10.2.1.6,10.1.2.1; 10.2.1.6,0,0,67,1,16,5,0,0,0,0,0,0,1,4,java/client/org/apache/derby/client/am/Connection.java;java/client/org/apache/derby/jdbc/ClientBaseDataSource.java;java/testing/org/apache/derbyTesting/functionTests/master/DerbyNetClient/dataSourcePermissions_net.out;java/testing/org/apache/derbyTesting/functionTests/tests/derbynet/dataSourcePermissions_net.java;,0.0,0.0
415,Bug,Closed,Fixed,Tools,Minor,David Van Couvering,2005/06/30 09:28:16 +0100,2006/04/14 23:46:21 +0100,Bryan Pendleton,2006/08/16 00:47:56 +0100,411.6386574,123.0427662,sysinfo with -cp client option should not print error saying DB2 jar file and driver class are missing,If you run java org.apache.derby.tools.sysinfo -cp client SimpleApp.classyou getFOUND IN CLASS PATH: Derby Client libraries (derbyclient.jar) user-specified class (SimpleApp)NOT FOUND IN CLASS PATH: Derby Client libraries (db2jcc.jar) (com.ibm.db2.jcc.DB2Driver not found.)The 'NOT FOUND IN CLASSPATH' output is confusing and invalid because we're testing the network client  not the DB2 JCC client.,10.1.1.0,10.3.1.4,0,0,50,1,11,3,0,0,0,0,0,0,1,2,java/testing/org/apache/derbyTesting/functionTests/master/derbyrunjartest.out;java/tools/org/apache/derby/impl/tools/sysinfo/Main.java;,0.0,0.0
422,Improvement,Closed,Fixed,Demos/Scripts,Major,Andrew McIntyre,2005/07/01 08:59:45 +0100,2006/03/08 07:37:49 +0100,Andrew McIntyre,2006/03/18 09:08:57 +0100,260.0063889,10.06328704,Create a new sample database for use in examples in the manuals,The Derby manuals still refer to Cloudscape example databases that were unable to be contributed to Derby. A new sample database should be created which is complex enough to serve as the basis for examples in the various manuals.,10.1.1.0; 10.2.1.6,10.2.1.6,1,0,39,1,2,1,0,0,0,0,0,0,1,24,build.xml;java/demo/build.xml;java/demo/toursdb/BART.gif;java/demo/toursdb/Caltrain.gif;java/demo/toursdb/LightRail.gif;java/demo/toursdb/ToursDB_schema.sql;java/demo/toursdb/build.xml;java/demo/toursdb/disconnect.sql;java/demo/toursdb/insertMaps.java;java/demo/toursdb/loadAIRLINES.sql;java/demo/toursdb/loadCOUNTRIES.sql;java/demo/toursdb/loadCities.sql;java/demo/toursdb/loadFLIGHTAVAILABILITY1.sql;java/demo/toursdb/loadFLIGHTAVAILABILITY2.sql;java/demo/toursdb/loadFLIGHTS1.sql;java/demo/toursdb/loadFLIGHTS2.sql;java/demo/toursdb/loadTables.sql;java/demo/toursdb/toursdb.xml;java/testing/org/apache/derbyTesting/functionTests/master/checkToursDB.out;java/testing/org/apache/derbyTesting/functionTests/suites/demo.runall;java/testing/org/apache/derbyTesting/functionTests/tests/demo/build.xml;java/testing/org/apache/derbyTesting/functionTests/tests/demo/checkToursDB.java;java/testing/org/apache/derbyTesting/functionTests/tests/demo/checkToursDB_app.properties;tools/release/build.xml;,0.0,0.0
424,Bug,Closed,Fixed,SQL,Minor,Satheesh Bandaram,2005/07/01 09:44:06 +0100,2005/07/01 10:13:19 +0100,Mamta A. Satoor,2005/10/23 04:26:22 +0100,113.7793519,113.7590625,Queryplan for a query using SESSION schema view is incorrectly put in statement cache. This could cause incorrect plan getting executed later if a temp. table is created with that name.,See DERBY-405 for some discussion related this issue. I suspect this is because of statement caching. Derby doesn't seem to recognise we have a temporary table that just overloaded an existing physical table. It would have been good to avoid permanent tables/views/synonyms in SESSION schema. Not sure what we should do now about this  though. ij&gt; create view session.st1 as select * from t; 0 rows inserted/updated/deleted ij&gt; select * from session.st1; I |J |K ----------------------------------- 1 |1 |NULL 2 |2 |NULL 3 |3 |NULL 4 |4 |NULL 4 rows selected ij&gt; select * from t; I |J |K ----------------------------------- 1 |1 |NULL 2 |2 |NULL 3 |3 |NULL 4 |4 |NULL 4 rows selected ij&gt; declare global temporary table st1(c11 int  c12 int) on commit preserve rows  not logged; 0 rows inserted/updated/deleted ij&gt; select * from session.st1; I |J |K ----------------------------------- 1 |1 |NULL 2 |2 |NULL 3 |3 |NULL 4 |4 |NULL 4 rows selected ij&gt; select * from session.st1; &lt;==== This statement has an extra space between FROM and session.st1 C11 |C12 ----------------------- 0 rows selected,10.1.1.0; 10.2.1.6,10.1.2.1; 10.2.1.6,0,1,199,1,2,1,0,0,0,0,0,0,1,5,java/engine/org/apache/derby/impl/sql/GenericPreparedStatement.java;java/engine/org/apache/derby/impl/sql/GenericStatement.java;java/engine/org/apache/derby/impl/sql/compile/FromList.java;java/testing/org/apache/derbyTesting/functionTests/master/declareGlobalTempTableJava.out;java/testing/org/apache/derbyTesting/functionTests/tests/lang/declareGlobalTempTableJava.java;,0.0,0.0
479,Bug,Closed,Fixed,SQL,Major,Daniel John Debrunner,2005/07/29 02:35:12 +0100,2006/02/14 07:25:09 +0100,Mamta A. Satoor,2006/03/07 13:45:25 +0100,221.4654282,21.26407407,Passing the return of  a RETURN NULL ON NULL INPUT function to another function call throws linkage error.,Error in ij (RN_RADIANS is a function declared as returns null on null input)ij&gt; VALUES CAST( CALL_COS(RN_RADIANS(90.0)) AS DECIMAL(3 2));ERROR XBCM1: Java linkage error thrown during load of generated class org.apache.derby.exe.ace5214067x0105x5e41x7a46xffff855452e375.ERROR XJ001: Java exception: '(class: org/apache/derby/exe/ace5214067x0105x5e41x7a46xffff855452e375  method: e0 signature: ()Ljava/lang/Object Expecting to find double on stack: java.lang.VerifyError'.extract from derby.log2005-07-28 16:23:43.836 GMT Thread&#91;main 5 main&#93; Wrote class org.apache.derby.exe.ace5214067x0105x5e41x7a46xffff855452e375 to file C:&#95;work/svn_pb/trunk/systest/out/functions/ace5214067x0105x5e41x7a46xffff855452e375.class. Please provide support with the file and the following exception information: java.lang.VerifyError: (class: org/apache/derby/exe/ace5214067x0105x5e41x7a46xffff855452e375  method: e0 signature: ()Ljava/lang/Object Expecting to find double on stackI will add a test case to lang/functions.sql commented with this bug number. Test casesthat fail will be commented out.,10.2.1.6,10.2.1.6,0,0,115,1,20,2,0,0,0,0,0,0,2,6,java/engine/org/apache/derby/impl/sql/compile/MethodCallNode.java;java/engine/org/apache/derby/impl/sql/compile/StaticMethodCallNode.java;java/testing/org/apache/derbyTesting/functionTests/master/functions.out;java/testing/org/apache/derbyTesting/functionTests/tests/lang/functions.sql;java/testing/org/apache/derbyTesting/functionTests/master/functions.out;java/testing/org/apache/derbyTesting/functionTests/tests/lang/functions.sql;,0.0,0.0
483,Bug,Closed,Fixed,SQL,Trivial,Daniel John Debrunner,2005/08/03 02:35:24 +0100,2006/01/21 05:13:29 +0100,Anders Morken,2006/01/21 05:14:15 +0100,171.1103125,0.000532,Error message  X0X07  has incorrect property name  db2j.database.classpath instead of derby.database.classpath,Example output is in the test lang/dcl.sql  extracted here.ERROR X0X07: Cannot drop jar file ''EMC'.'MAIL_APP'' because its on your db2j.database.classpath ''EMC'.'MAIL_APP''.Also the its should be it's (it is).Might also make sense to change drop to remove  as the procedure is called remove_jar.,10.1.2.1; 10.2.1.6,10.2.1.6,0,0,42,1,5,2,1,0,0,0,0,0,1,13,java/engine/org/apache/derby/loc/messages_de_DE.properties;java/engine/org/apache/derby/loc/messages_en.properties;java/engine/org/apache/derby/loc/messages_es.properties;java/engine/org/apache/derby/loc/messages_fr.properties;java/engine/org/apache/derby/loc/messages_it.properties;java/engine/org/apache/derby/loc/messages_ja_JP.properties;java/engine/org/apache/derby/loc/messages_ko_KR.properties;java/engine/org/apache/derby/loc/messages_pt_BR.properties;java/engine/org/apache/derby/loc/messages_zh_CN.properties;java/engine/org/apache/derby/loc/messages_zh_TW.properties;java/testing/org/apache/derbyTesting/functionTests/master/dcl.out;java/testing/org/apache/derbyTesting/functionTests/master/j9_13/dcl.out;java/testing/org/apache/derbyTesting/functionTests/master/jdk15/dcl.out;,0.0,0.0
485,Bug,Closed,Fixed,SQL,Minor,Daniel John Debrunner,2005/08/03 05:31:30 +0100,2005/08/03 05:31:30 +0100,Daniel John Debrunner,2005/09/30 03:26:59 +0100,57.91353009,57.91353009,SecurityException or LinkageException thrown during loading a class from a database jar incorrectly shuts the engine down.,In addiing test cases to lang/dcl.test for signed jar files stored in the database I found that if a jar is installed with a tampered class the resulting SecurityException shuts Derby down. Most likely the same would be true for an invalid class hacked into the jar.,10.1.2.1; 10.2.1.6,10.1.2.1; 10.2.1.6,0,0,47,1,3,2,1,0,0,1,0,0,1,17,java/engine/org/apache/derby/iapi/services/loader/ClassFactory.java;java/engine/org/apache/derby/iapi/services/loader/ClassInspector.java;java/engine/org/apache/derby/iapi/types/TypeId.java;java/engine/org/apache/derby/impl/services/reflect/DatabaseClasses.java;java/engine/org/apache/derby/impl/services/reflect/ReflectClassesJava2.java;java/engine/org/apache/derby/impl/sql/compile/ColumnDefinitionNode.java;java/engine/org/apache/derby/impl/sql/compile/QueryTreeNode.java;java/engine/org/apache/derby/impl/sql/execute/CreateAliasConstantAction.java;java/testing/org/apache/derbyTesting/functionTests/master/dcl.out;java/testing/org/apache/derbyTesting/functionTests/master/jdk15/dcl.out;java/testing/org/apache/derbyTesting/functionTests/tests/lang/copyfiles.ant;java/testing/org/apache/derbyTesting/functionTests/tests/lang/dcl.sql;java/testing/org/apache/derbyTesting/functionTests/tests/lang/dcl_app.properties;java/testing/org/apache/derbyTesting/functionTests/tests/lang/dcl_emc2.jar;java/testing/org/apache/derbyTesting/functionTests/tests/lang/dcl_emc2l.jar;java/testing/org/apache/derbyTesting/functionTests/tests/lang/dcl_emc2s.jar;java/testing/org/apache/derbyTesting/functionTests/tests/lang/dcl_emc2sm.jar;,0.0,0.0
488,Bug,Closed,Fixed,SQL,Major,Daniel John Debrunner,2005/08/04 06:24:51 +0100,2005/08/20 06:51:18 +0100,Kathey Marsden,2005/09/30 03:27:58 +0100,56.87716435,40.8587963,DatabaseMetaData.getColumns() fails on iSeries JDK 1.4 with verfier error on generated class.,Analysis shows that ----------------------------------------------------------------------The problem is occurring starting at offset 2007 in method e23. There is an invokeinterface to method setWidth(int  int  boolean) of class VariableSizeDataValue. This invoke returns a value of class DataValueDescriptor. That value is in turn stored in field e142 at offset 2015 in method e23. The problem is that field e142 is a NumberDataValue  and DataValueDescriptor is not a valid subclass of NumberDataValue. Thus the store is not allowed.----------------------------------------------------------------------Looking at the generated setWidth() calls I see one in BinaryOperatorNode where the return (DataValueDescriptor) is not cast to the type of the field it is stored in.,10.1.1.0,10.0.2.2; 10.1.2.1; 10.2.1.6,0,0,101,1,8,4,1,0,0,0,0,0,1,1,java/engine/org/apache/derby/impl/sql/compile/BinaryOperatorNode.java;,0.0,0.0
498,Bug,Closed,Fixed,Network Client; Network Server,Major,A B,2005/08/09 02:30:19 +0100,2005/09/20 02:18:01 +0100,Deepa Remesh,2005/10/21 09:59:05 +0100,73.31164352,31.32018519,Result set holdability defined inside stored procedures is ignored by server/client,Assume I have a Java stored procedure that returns one or more result sets  and the holdability of those result sets is specified as part of the createStatement() method within the procedure definition (see below for an example).If I execute this procedure against Derby embedded  the holdability of each result set matches that of the statement-specific holdability that is defined within the stored procedure. However  if I run the procedure against the Network Server using the Derby client  the holdability of all result sets is the same  and it is based on the holdability of the statement that executed the procedure--i.e. the statement-specific holdability that is defined within the procedure is ignored.Ex: If I create a stored procedure that corresponds to the following method:public static void p2(ResultSet[] rs1  ResultSet[] rs2  ResultSet[] rs3) throws Exception{ Connection conn = DriverManager.getConnection( 'jdbc:default:connection'); Statement st1 = conn.createStatement( ResultSet.TYPE_FORWARD_ONLY  ResultSet.CONCUR_READ_ONLY  ResultSet.HOLD_CURSORS_OVER_COMMIT); rs1[0] = st1.executeQuery('select * from testtable1'); Statement st2 = conn.createStatement( ResultSet.TYPE_FORWARD_ONLY  ResultSet.CONCUR_READ_ONLY  ResultSet.CLOSE_CURSORS_AT_COMMIT); rs2[0] = st2.executeQuery('select * from testtable2'); Statement st3 = conn.createStatement( ResultSet.TYPE_FORWARD_ONLY  ResultSet.CONCUR_READ_ONLY  ResultSet.HOLD_CURSORS_OVER_COMMIT); rs3[0] = st3.executeQuery('select * from testtable3'); return; }}Then with Derby embedded  if I have a JDBC Statement that executes a call to this procedure  rs1 and rs3 will behave with HOLD_CURSORS holdability and rs2 will behave with CLOSE_CURSORS holdability--and that will be the case regardless of the holdability on the Statement that executed the call. That seems correct to me.But if I do the same thing with Network Server  all of the result sets (rs1  rs2  and rs3) will have the same holdability as the JDBC Statement that executed the call. It doesn't matter what the holdabilities used within the procedure definition are: they will all be over-ridden by the holdability of the Statement that made the call.,10.1.2.1; 10.2.1.6,10.1.2.1; 10.2.1.6,0,0,290,1,13,3,1,0,0,0,0,0,1,8,java/drda/org/apache/derby/impl/drda/DRDAConnThread.java;java/drda/org/apache/derby/impl/drda/DRDAStatement.java;java/testing/org/apache/derbyTesting/functionTests/master/DerbyNetClient/holdCursorJava.out;java/testing/org/apache/derbyTesting/functionTests/master/DerbyNetClient/xaSimplePositive.out;java/testing/org/apache/derbyTesting/functionTests/master/holdCursorJava.out;java/testing/org/apache/derbyTesting/functionTests/master/xaSimplePositive.out;java/testing/org/apache/derbyTesting/functionTests/tests/jdbcapi/xaSimplePositive.sql;java/testing/org/apache/derbyTesting/functionTests/tests/lang/holdCursorJava.java;,0.0,0.0
